skill_code,name,category,description,governance_status,version,source_workbook
SKL-MGT-RURAL-FINANCE-COM-F59F4,"Rural finance, community mobilisation, market linkage",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RURAL-MARKETING-P-18541,"Rural marketing, procurement, field research",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SALES-COMPLIANCE-0D5E5,"Sales, compliance, financial planning",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SALES-LEGAL-BASIC-72BFD,"Sales, legal basics, negotiation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SALES-NEGOTIATION-8DBF8,Sales & Negotiation,,Revenue ability creates employability and entrepreneurship,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SCHEDULING-SAFETY-EC009,"Scheduling, safety, unit economics, farmer sales, data handling",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SCM-ANALYTICS-DOC-55744,"SCM, analytics, documentation, multimodal logistics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SECONDARY-RESEARC-33374,"Secondary research, analysis, writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SERVICE-OPERATION-0B819,"Service operations, compliance, empathy, data",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SERVICE-OPERATION-C8E3A,"Service, operations, language, crisis handling",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SOCIOLOGY-POLITIC-E032C,"Sociology, political science, language, ethics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SOP-WRITING-EXCEL-76CE6,"SOP writing, Excel, basic process mapping",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SOURCING-INTERVIE-2F31B,"Sourcing, interviewing, LinkedIn/Naukri use",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SOURCING-INTERVIE-C04F8,"Sourcing, interviewing, coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SPECIES-CARE-INVE-7EC51,"Species care, inventory, digital marketing, customer handling",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SPONSORSHIP-EVENT-C663B,"Sponsorship, event ops, athlete coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SPORTS-OPERATIONS-40299,"Sports operations, sponsorship, event logistics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STORYTELLING-FINA-2863B,"Storytelling, finance, design, market research",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STORYTELLING-FINA-B13C7,"Storytelling, finance, investor communication",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STORYTELLING-ITIN-E99FB,"Storytelling, itinerary design, local networking, safety, digital marketing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STORYTELLING-POWE-D5F40,"Storytelling, PowerPoint, design basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STRUCTURED-PROBLE-5DB29,"Structured problem solving, Excel, presentation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-STRUCTURED-THINKI-EB6BD,"Structured thinking, research, presentation, finance basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SUPPLY-CHAIN-ACCO-7FF7C,"Supply chain, accounting, member communication, quality testing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-SUPPLY-CHAIN-ANAL-B52A7,"Supply chain analytics, vendor audit, ESG reporting, negotiation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TEACHING-SCRIPTIN-A5ED0,"Teaching, scripting, editing, audience building",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TEACHING-SCRIPTIN-EA7F4,"Teaching, scripting, audience analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TEAM-MANAGEMENT-Q-1A756,"Team management, quality control, computer skills, reporting",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TOUR-OPERATIONS-C-8B4D9,"Tour operations, customer service, safety, digital booking, local culture",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TOURISM-OPERATION-283C7,"Tourism operations, storytelling, vendor management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TRAINING-DESIGN-A-E4CEF,"Training design, assessment, placement coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TRAINING-DESIGN-C-1C940,"Training design, communication",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TRAINING-DESIGN-F-180CB,"Training design, facilitation, evaluation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-TREND-SENSE-PLANN-F8DD1,"Trend sense, planning, vendor coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-USE-CASE-DISCOVER-50AC5,"Use-case discovery, ROI thinking, change mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-USER-RESEARCH-PRI-68332,"User research, prioritization, data, writing PRDs",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-VENDOR-COORDINATI-233F0,"Vendor coordination, budgeting, creativity",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-VENDOR-COORDINATI-FF272,"Vendor coordination, budgeting",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-VENDOR-MANAGEMENT-3F471,"Vendor management, planning, negotiation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-VENDOR-MANAGEMENT-D6EFB,"Vendor management, budgeting, permissions, promotion",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-WRITING-HR-INSIGH-92D40,"Writing, HR insight, personal branding",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-WRITING-POSITIONI-58FC9,"Writing, positioning, recruitment knowledge",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-WRITING-STAKEHOLD-9CD19,"Writing, stakeholder handling, reputation mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-WRITING-STRUCTURE-5651E,"Writing, structure, research, editing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
