career_outcome_code,universe_code,name,description,governance_status,version,source_workbook
CAR-LAW-MEDIA-ENTERTAINME-76673,UNI-LAW,Media & Entertainment Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-MEDIATOR-CONCILIA-B4DF9,UNI-LAW,Mediator / Conciliator,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-MEME-IP-RIGHTS-AN-C25D1,UNI-LAW,Meme/IP Rights Analyst,Copyright and derivative work analysis,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-MOCK-TRIAL-PROGRA-8C378,UNI-LAW,Mock Trial Program Designer,Designing legal simulation programs,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-MULTILINGUAL-LEGA-F6218,UNI-LAW,Multilingual Legal Services,Regional legal drafting and translation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-NCLT-NCLAT-PRACTI-160CD,UNI-LAW,NCLT / NCLAT Practitioner,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-NGO-LEGAL-COMPLIA-81FFE,UNI-LAW,NGO Legal & Compliance Officer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-NOTARY-F92FC,UNI-LAW,Notary,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-OATH-COMMISSIONER-B241B,UNI-LAW,Oath Commissioner / Commissioner for Affidavits,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ONLINE-DISPUTE-RE-3B4AF,UNI-LAW,Online Dispute Resolution Platform Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ONLINE-LEGAL-TEMP-D4244,UNI-LAW,Online Legal Template Store,Selling legal templates online,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ONLINE-LEGAL-TUTO-61B7A,UNI-LAW,Online Legal Tutor,Teaching CLAT/Judiciary/Law subjects,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-OTT-MEDIA-COMPLIA-4E2AD,UNI-LAW,OTT & Media Compliance Analyst,Content compliance and censorship review,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PANCHAYAT-GOVERNA-167C8,UNI-LAW,Panchayat Governance Consultant,Village governance advisory,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PARALEGAL-6C0F7,UNI-LAW,Paralegal,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PATENT-AGENT-4C402,UNI-LAW,Patent Agent,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PHARMA-REGULATORY-1877B,UNI-LAW,Pharma Regulatory & Legal Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PODCAST-YOUTUBE-L-3BED7,UNI-LAW,Podcast / YouTube Legal Consultant,Advisory for creators and channels,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-POLICE-LEGAL-ADVI-21B8E,UNI-LAW,Police Legal Advisor / Investigation Law Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-POSH-AWARENESS-TR-BF737,UNI-LAW,POSH Awareness Trainer,Training organizations on POSH compliance,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PUBLIC-POLICY-DRA-CDEE9,UNI-LAW,Public Policy Drafting Associate,Drafting governance and policy documents,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-PUBLIC-PROSECUTOR-EEB1E,UNI-LAW,Public Prosecutor / Assistant Public Prosecutor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-REAL-ESTATE-LAWYE-B402D,UNI-LAW,Real Estate Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-REGIONAL-LANGUAGE-9898A,UNI-LAW,Regional Language Compliance Writer,Regional legal content drafting,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-REGULATORY-AFFAIR-CFC00,UNI-LAW,Regulatory Affairs Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-RESOLUTION-PROFES-53CB7,UNI-LAW,Resolution Professional Support Analyst,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-RTI-CONSULTANT-7B7F5,UNI-LAW,RTI Consultant,RTI filing and advisory,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SANCTIONS-AML-COM-5D8EF,UNI-LAW,Sanctions / AML Compliance Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SECURITIES-LAWYER-7BA13,UNI-LAW,Securities Lawyer / Capital Markets Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SMART-CONTRACT-BL-71F10,UNI-LAW,Smart Contract / Blockchain Legal Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SMART-CONTRACT-DO-ABEBF,UNI-LAW,Smart Contract Documentation Consultant,Blockchain agreement interpretation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SPACE-LAW-SATELLI-C6ECE,UNI-LAW,Space Law & Satellite Policy Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-SPORTS-LAWYER-F3ED4,UNI-LAW,Sports Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-STARTUP-LEGAL-CON-A5C73,UNI-LAW,Startup Legal Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-TAX-LAWYER-2CDFC,UNI-LAW,Tax Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-TEMPLE-TRUST-GOVE-0BC6E,UNI-LAW,Temple/Trust Governance Advisor,Trust governance and compliance,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-TRADEMARK-ATTORNE-49DC4,UNI-LAW,Trademark Attorney / Brand Protection Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-VIRTUAL-LEGAL-ASS-CAA4A,UNI-LAW,Virtual Legal Assistant,Remote legal process support,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-VIRTUAL-REALITY-L-07DD5,UNI-LAW,Virtual Reality Legal Simulation Designer,Immersive legal simulations,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-WAQF-RELIGIOUS-EN-3DF90,UNI-LAW,Waqf / Religious Endowment Documentation Specialist,Religious endowment documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-WATER-GOVERNANCE-7F0B7,UNI-LAW,Water Governance Advisor,Water governance and policy advisory,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-WHITE-COLLAR-CRIM-ED310,UNI-LAW,White Collar Crime Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-WORKPLACE-CONFLIC-AFBD2,UNI-LAW,Workplace Conflict Resolution Advisor,Employee conflict management,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-MGT-ADVENTURE-TOURISM-27F39,UNI-MANAGEMENT,Adventure Tourism Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AGRI-DRONE-BUSINE-8B65A,UNI-MANAGEMENT,Agri Drone Business Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AGRI-SAAS-CUSTOME-7C721,UNI-MANAGEMENT,Agri-SaaS Customer Success Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AGRIBUSINESS-MANA-E5786,UNI-MANAGEMENT,Agribusiness Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AI-GOVERNANCE-OPE-DD97D,UNI-MANAGEMENT,AI Governance Operations Coordinator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AI-STRATEGY-ASSOC-2F844,UNI-MANAGEMENT,AI Strategy Associate,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AI-WORKFLOW-OPERA-6FB26,UNI-MANAGEMENT,AI Workflow Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AQUACULTURE-ENTER-0828C,UNI-MANAGEMENT,Aquaculture Enterprise Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-AVIATION-OPERATIO-CDF62,UNI-MANAGEMENT,Aviation Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BAMBOO-CANE-ENTER-F15B7,UNI-MANAGEMENT,Bamboo / Cane Enterprise Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BANKING-OPERATION-0AD48,UNI-MANAGEMENT,Banking Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BEHAVIORAL-ECONOM-AC841,UNI-MANAGEMENT,Behavioral Economics Consultant,"Designs nudges for products, policy, HR or finance",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BRAND-PARTNERSHIP-A9F9A,UNI-MANAGEMENT,Brand Partnership Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-ANALYST-2CDD6,UNI-MANAGEMENT,Business Analyst,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-CONTENT-78C6E,UNI-MANAGEMENT,Business Content Creator / Management Educator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-DEVELOPM-83F00,UNI-MANAGEMENT,Business Development Executive/Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-PLAN-COM-7A69E,UNI-MANAGEMENT,Business Plan Competition Organizer,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-RESEARCH-30F74,UNI-MANAGEMENT,Business Research & Competitor Intelligence Freelancer,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-RESEARCH-9C4B3,UNI-MANAGEMENT,Business Research Analyst,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-RESEARCH-FAE35,UNI-MANAGEMENT,Business Research Freelancing,"Prepares market research, competitor analysis, reports",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-BUSINESS-WRITING-DF807,UNI-MANAGEMENT,Business Writing Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CARBON-MARKET-OPE-5FE43,UNI-MANAGEMENT,Carbon Market Operations Associate,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CASE-COMPETITION-ED431,UNI-MANAGEMENT,Case Competition Mentor,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CIRCULAR-ECONOMY-311D7,UNI-MANAGEMENT,Circular Economy Business Consultant,"Helps firms design reuse, recycling and waste-to-value models",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CLIMATE-BUSINESS-B20D7,UNI-MANAGEMENT,Climate Business Analyst,Analyzes business risks/opportunities from climate transition,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COASTAL-TOURISM-O-467CB,UNI-MANAGEMENT,Coastal Tourism Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COLLEGE-INSTITUTI-8D9B1,UNI-MANAGEMENT,College/Institution Administrator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COMMUNITY-MANAGEM-AAA7C,UNI-MANAGEMENT,Community Management Service,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COMMUNITY-MANAGER-5EE4E,UNI-MANAGEMENT,Community Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COMMUNITY-MONETIZ-7F563,UNI-MANAGEMENT,Community Monetization Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COMPLIANCE-MANAGE-FBD21,UNI-MANAGEMENT,Compliance Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CORPORATE-COMMUNI-566A7,UNI-MANAGEMENT,Corporate Communications Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CORPORATE-RESUME-8B8D5,UNI-MANAGEMENT,Corporate Resume & LinkedIn Strategist,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CORPORATE-TRAINER-5850D,UNI-MANAGEMENT,Corporate Trainer / Soft Skills Facilitator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CORPORATE-TRAININ-A9848,UNI-MANAGEMENT,Corporate Training / Soft Skills Service,Runs training workshops and employability sessions,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COURSE-LAUNCH-MAN-D0D75,UNI-MANAGEMENT,Course Launch Management,"Coordinates online course launch, landing page, webinar, student support",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-COURSE-LAUNCH-WEB-7A45F,UNI-MANAGEMENT,Course Launch / Webinar Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CREATOR-BUSINESS-94AD8,UNI-MANAGEMENT,Creator Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CREATOR-ECONOMY-B-C700B,UNI-MANAGEMENT,Creator Economy Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CREATOR-ECONOMY-M-FF116,UNI-MANAGEMENT,Creator Economy Monetization Strategist,"Designs revenue streams for creators: courses, sponsors, communities",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CREATOR-INFLUENCE-2BFE9,UNI-MANAGEMENT,Creator / Influencer Management,"Handles deals, schedules, reporting and monetization",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CREATOR-OPERATION-0C158,UNI-MANAGEMENT,Creator Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CRM-SETUP-SALES-F-6C3EC,UNI-MANAGEMENT,CRM Setup & Sales Funnel Service,"Sets up customer tracking, lead stages, follow-up systems",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CSR-MANAGER-58D10,UNI-MANAGEMENT,CSR Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CULTURAL-ENTERPRI-C4EE8,UNI-MANAGEMENT,Cultural Enterprise Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-CUSTOMER-SUCCESS-B41B2,UNI-MANAGEMENT,Customer Success Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-DAIRY-COOPERATIVE-99059,UNI-MANAGEMENT,Dairy Cooperative Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-DEVELOPMENT-SECTO-C1E22,UNI-MANAGEMENT,Development Sector Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-DIGITAL-MARKETING-EB1C2,UNI-MANAGEMENT,Digital Marketing Micro-Agency,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-DIGITAL-TRANSFORM-71647,UNI-MANAGEMENT,Digital Transformation Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-DISASTER-RELIEF-S-6C0E6,UNI-MANAGEMENT,Disaster Relief Supply Chain Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-E-COMMERCE-MARKET-15971,UNI-MANAGEMENT,E-commerce Marketplace Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-E-COMMERCE-OPERAT-8A100,UNI-MANAGEMENT,E-commerce Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-E-COMMERCE-STORE-B612C,UNI-MANAGEMENT,E-commerce Store Operations Service,"Manages listings, catalogues, pricing, ads and order coordination",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EDUCATION-BUSINES-5B626,UNI-MANAGEMENT,Education Business Operations Designer,"Designs admissions, counselling, LMS and college operations workflows",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EDUCATION-EDTECH-76C67,UNI-MANAGEMENT,Education / EdTech Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-ETHICAL-AI-ADOPTI-67769,UNI-MANAGEMENT,Ethical AI Adoption Manager,"Helps organizations adopt AI with policy, risk and process safeguards",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EVENT-COORDINATIO-E1D84,UNI-MANAGEMENT,Event Coordination Micro-Agency,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EVENT-MANAGER-F2CE5,UNI-MANAGEMENT,Event Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EVENT-PRODUCTION-4554A,UNI-MANAGEMENT,Event Production Micro-Agency,"Plans small events, college events, workshops, local promotions",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-EXECUTIVE-INTERVI-A0903,UNI-MANAGEMENT,Executive Interview Coach,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FAITH-BASED-TEMPL-E02CB,UNI-MANAGEMENT,Faith-Based / Temple Operations Manager,"Manages crowd flow, donations, events and services ethically",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FAMILY-BUSINESS-M-D9030,UNI-MANAGEMENT,Family Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FESTIVAL-AND-MEGA-091FA,UNI-MANAGEMENT,Festival and Mega-Event Logistics Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FINANCE-MANAGER-A60F1,UNI-MANAGEMENT,Finance Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FISHERY-BUSINESS-47310,UNI-MANAGEMENT,Fishery Business Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FOOD-PROCESSING-M-99EE5,UNI-MANAGEMENT,Food Processing Micro-Enterprise Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FPO-MANAGEMENT-PR-C061B,UNI-MANAGEMENT,FPO Management Professional,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FPO-RURAL-ENTERPR-61CDA,UNI-MANAGEMENT,FPO / Rural Enterprise Support Service,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FRANCHISE-BUSINES-B86AF,UNI-MANAGEMENT,Franchise Business Manager/Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FRANCHISE-EXPANSI-53DF9,UNI-MANAGEMENT,Franchise Expansion Analyst,"Evaluates locations, catchments and unit economics",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FRANCHISE-FEASIBI-9DB04,UNI-MANAGEMENT,Franchise Feasibility Consultant,"Helps evaluate franchise cost, location and ROI",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FRANCHISE-LOCAL-E-43E0F,UNI-MANAGEMENT,Franchise & Local Expansion Advisor,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FREELANCE-DIGITAL-708A8,UNI-MANAGEMENT,Freelance Digital Marketing Service,"Runs social media, ads, SEO or lead generation for small clients",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-FUNDRAISING-INVES-65E20,UNI-MANAGEMENT,Fundraising / Investor Relations Associate,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-GI-PRODUCT-MARKET-6FE1E,UNI-MANAGEMENT,GI Product Marketing Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-GREEN-SUPPLY-CHAI-47F85,UNI-MANAGEMENT,Green Supply Chain Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-GROWTH-MANAGER-FCC6B,UNI-MANAGEMENT,Growth Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HANDLOOM-CLUSTER-25E75,UNI-MANAGEMENT,Handloom Cluster Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HERBAL-PRODUCT-BU-E4FEF,UNI-MANAGEMENT,Herbal Product Business Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HERITAGE-EXPERIEN-255C8,UNI-MANAGEMENT,Heritage Experience & Museum Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HOSPITAL-ADMINIST-F32A2,UNI-MANAGEMENT,Hospital Administrator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HOTEL-HOSPITALITY-3F749,UNI-MANAGEMENT,Hotel / Hospitality Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HR-RECRUITER-RECR-62863,UNI-MANAGEMENT,HR Recruiter / Recruitment Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-HUMAN-RESOURCE-MA-2A4AA,UNI-MANAGEMENT,Human Resource Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-INFLUENCER-FRAUD-85124,UNI-MANAGEMENT,Influencer Fraud / Brand Safety Analyst,"Checks fake followers, unsafe content and campaign authenticity",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-INSTITUTIONAL-SAL-51A32,UNI-MANAGEMENT,Institutional Sales Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-INSURANCE-BUSINES-A40A5,UNI-MANAGEMENT,Insurance Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-INTERNATIONAL-TRA-05CDA,UNI-MANAGEMENT,International Trade Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-KIRANA-DIGITIZATI-CC3BC,UNI-MANAGEMENT,Kirana Digitization Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LINKEDIN-BRANDING-8C5AC,UNI-MANAGEMENT,LinkedIn Branding & Resume Consulting,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LINKEDIN-BRANDING-A46ED,UNI-MANAGEMENT,LinkedIn Branding & Resume Service,Builds professional profiles and resumes,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LOCAL-BUSINESS-DI-AABB7,UNI-MANAGEMENT,Local Business Digitization Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LOCAL-EXPERIENCE-95C4A,UNI-MANAGEMENT,Local Experience Designer,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LOGISTICS-PORT-OP-27BE8,UNI-MANAGEMENT,Logistics / Port Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-LUXURY-BRAND-MANA-DA743,UNI-MANAGEMENT,Luxury Brand Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MANAGEMENT-CONSUL-2D188,UNI-MANAGEMENT,Management Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MANAGEMENT-EDUCAT-90495,UNI-MANAGEMENT,Management Education YouTuber / Channel Operator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MANAGEMENT-RESEAR-B4C87,UNI-MANAGEMENT,Management Research Assistant / Case Writer,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MANAGEMENT-TRAINE-8A562,UNI-MANAGEMENT,Management Trainee,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MARKETING-MANAGER-0A49B,UNI-MANAGEMENT,Marketing Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MBA-ADMISSIONS-CO-676E5,UNI-MANAGEMENT,MBA Admissions Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MBA-PLACEMENT-PRO-7273C,UNI-MANAGEMENT,MBA Placement Process Coordinator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MEDIA-BUSINESS-MA-44B7B,UNI-MANAGEMENT,Media Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MERCHANDISING-MAN-6375A,UNI-MANAGEMENT,Merchandising Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MOUNTAIN-ECO-TOUR-A609E,UNI-MANAGEMENT,Mountain Eco-Tourism Enterprise Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MSME-BUSINESS-DIG-1C374,UNI-MANAGEMENT,MSME Business Digitization Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MSME-EXPORT-READI-7C7D2,UNI-MANAGEMENT,MSME Export Readiness Consultant,Prepares small businesses for basic export documentation and market entry,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MSME-OPERATIONS-A-F37DD,UNI-MANAGEMENT,MSME Operations Advisory,"Improves basic SOPs, inventory, vendor and staff systems",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-MSME-PROCESS-DOCU-F55FC,UNI-MANAGEMENT,MSME Process Documentation Service,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-NEURO-MARKETING-R-AB04B,UNI-MANAGEMENT,Neuro-Marketing Research Associate,"Studies consumer attention, emotion and decision behaviour",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-NO-CODE-AUTOMATIO-7F847,UNI-MANAGEMENT,No-Code Automation Service,Automates workflows using no-code tools and AI,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-NO-CODE-BUSINESS-555C6,UNI-MANAGEMENT,No-Code Business Automation Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-ODOP-BRAND-AND-CL-5C1C0,UNI-MANAGEMENT,ODOP Brand and Cluster Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-ONDC-SELLER-ENABL-3B337,UNI-MANAGEMENT,ONDC Seller Enablement Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-OPERATIONS-MANAGE-1508E,UNI-MANAGEMENT,Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-ORGANIC-VALLEY-SU-141F6,UNI-MANAGEMENT,Organic Valley Supply Chain Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-ORNAMENTAL-FISH-B-5A8BD,UNI-MANAGEMENT,Ornamental Fish Business Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PEARL-FARMING-ENT-173AF,UNI-MANAGEMENT,Pearl Farming Enterprise Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PERFORMANCE-MARKE-9C0D6,UNI-MANAGEMENT,Performance Marketing Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PITCH-DECK-PRESEN-27951,UNI-MANAGEMENT,Pitch Deck & Presentation Consulting,Creates investor/business/academic decks,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-POLITICAL-CAMPAIG-1C07A,UNI-MANAGEMENT,Political Campaign Operations Manager,"Manages field teams, booths, volunteers and campaign dashboards",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-POLITICAL-CAMPAIG-87216,UNI-MANAGEMENT,Political Campaign Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PRESENTATION-PITC-DE4EB,UNI-MANAGEMENT,Presentation & Pitch Deck Consulting,,Validated,0.6.1a,4-Strcutured-Management.xlsx
